golden_id,customer_tweet_id,customer_text_clean,true_intent,predicted_intent,true_action,agent_action,failure_type
golden_183,90591,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,software_update_or_os_issue,other_or_unclear,auto_handle,escalate,ACTION_MISMATCH|INTENT_MISMATCH
golden_185,1133246,"So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858",software_update_or_os_issue,software_update_or_os_issue,auto_handle,escalate,ACTION_MISMATCH
golden_186,750081,thank you! i couldn’t hear anything bc i had bluetooth turned on,connectivity_and_network,connectivity_and_network,auto_handle,escalate,ACTION_MISMATCH
golden_187,2052020,There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,software_update_or_os_issue,other_or_unclear,auto_handle,escalate,ACTION_MISMATCH|INTENT_MISMATCH
golden_189,2731420,why does my iPhone always restart when I’m on Pandora listening to music?,device_performance_or_hardware,other_or_unclear,auto_handle,escalate,ACTION_MISMATCH|INTENT_MISMATCH
golden_190,2587920,my apple music app loads but doesn't show any of my music. just says we've run into a problem,apps_services_or_icloud,apps_services_or_icloud,auto_handle,escalate,ACTION_MISMATCH
golden_192,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]",device_performance_or_hardware,other_or_unclear,auto_handle,escalate,ACTION_MISMATCH|INTENT_MISMATCH
golden_193,1679959,your update fucked my phone up,software_update_or_os_issue,other_or_unclear,escalate,escalate,INTENT_MISMATCH
golden_195,402260,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,software_update_or_os_issue,apps_services_or_icloud,auto_handle,escalate,ACTION_MISMATCH|INTENT_MISMATCH
golden_196,2069249,got any trouble shooting tips???? #bluetooth #connectionissues,connectivity_and_network,connectivity_and_network,auto_handle,escalate,ACTION_MISMATCH
golden_197,1185832,"iOS 11 sucks. Bad battery life, dropped calls, klunky, slow, etc. I’ve loved my iPhone until now. I’m about to switch to LG. Fix it!!",software_update_or_os_issue,software_update_or_os_issue,auto_handle,escalate,ACTION_MISMATCH
golden_198,1983819,Hey @115858 fix the fucking music app. You fucked it all up.,apps_services_or_icloud,other_or_unclear,escalate,escalate,INTENT_MISMATCH
golden_200,303141,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,connectivity_and_network,connectivity_and_network,auto_handle,escalate,ACTION_MISMATCH
