golden_id,customer_tweet_id,customer_text_clean,ai_suggested_intent,ai_suggested_action,ai_suggested_escalation_reason,ai_suggestion_confidence,review_instruction
golden_117,1297491,Ok I have to unlock the phone double tap the home button make sure I open an app first instead of just pressing the icon on the home screen?,repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_001,2002181,Tha activity app is loosing the data as soon that the phone syncs with the watch! [URL],other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_174,846955,"Hi, yes I am. I’m noticing very fast drops in the battery % through regular use. I’ve disabled features to try and extend battery life.",device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_144,143514,"baby, my battery will literally go from 100 to 50 in 10 minutes. it's the software not my iphone (6s)",device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_157,1273660,thanks for the international warranty..does the international warranty applicable if we buy a iphone 7 or 7 plus now?,repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_072,2913302,"you kidding me. Whats happening? root password without password? user can change the root pwd? And this is the new bug, i have tons of another sw bug what reported but apple never repair it. The hw bugs also countless and unbelivable.",account_access_and_apple_id,escalate,identity_verification,medium,Review independently; do not copy blindly into human annotation sheets.
golden_147,515852,"Ever since I updated to iOS 11.1.2 my phone keeps crashing every few minutes and a spinning gear shows up, what’s going on?!",software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_074,2920077,The @115858 Remote app is awful. Can’t stay connected for more than two gestures. I spend more time on this screen than anything else #AppleTVRemoteApp [URL],repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_039,883967,"is it true that if I have 5 mo left on my #warranty and my #iphone needs to be replaced, I only get a 90 day warranty on the new one?",repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_104,884981,"hello, am I able to hand in another iPhone and pay money on top for a new model?",other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_170,1887587,I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_008,2445238,"My new iPhone X is scheduled to arrive in the mail tomorrow, how do I go about buying Applecare for it? After seeing the repair costs, I've had a change of heart!",repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_190,2587920,my apple music app loads but doesn't show any of my music. just says we've run into a problem,apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_029,1901751,Why do I have to have a credit card for my Apple ID when I’m a minor? I can’t even download and play games without it,account_access_and_apple_id,escalate,identity_verification,medium,Review independently; do not copy blindly into human annotation sheets.
golden_100,1362538,is this page ok?! I’m locked out my account! [URL],account_access_and_apple_id,escalate,identity_verification,medium,Review independently; do not copy blindly into human annotation sheets.
golden_063,2014899,What’s wrong with the I on the new @115858 update?!,software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_009,2109871,bullshit customer experience and misbehavour of staff at Apple store in Zorlu Istanbul/Turkey. So sad to face this after listening to great mind and legend @84165 in @84166 😕 obviously these guys do not understand anything of Apple,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_106,119483,can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_129,50843,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_195,402260,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_108,1914004,"Went to bed with my iPhone on/charging, woke up to it off/dead and now it won't turn on after 6 hours of charging WTF APPLE?? @AppleSupport",other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_077,1270367,"- your latest update 👎 screws up music that’s downloaded on my iPhone. Continually repeats same song, won’t shuffle. #WTF",software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_139,2789246,How can my phone battery go down 15% in 10 minutes while barely using it. @115858 get your shit together.,device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_127,2013448,i️ fucking hate @115858 rn,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_020,2061705,"Help, the battery of my iPhone is ending very fast, after the updates. Please fix this. @115858 @AppleSupport",software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_073,2488744,Why is it so hard to get in contact with @AppleSupport I just want to drop this computer off! 😡 I don’t want a sit down appointment!,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_045,2292794,Could resetting your Apple ID password any more aggravating? @AppleSupport,account_access_and_apple_id,escalate,identity_verification,medium,Review independently; do not copy blindly into human annotation sheets.
golden_163,1765971,When you pay for a repair and the phone comes back damaged and unusable,repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_060,2779378,"Me/wife/2 kids, iPhone 7: wifi/bt are off then frequently come back ON again on their own. Most often when coming out of airplane mode but see it when I wake up in AM both are suddenly on...maybe triggered by the Do Not Disturb function. I have not seen it turn OFF on its own.",connectivity_and_network,auto_handle,,high,Review independently; do not copy blindly into human annotation sheets.
golden_179,713395,I had an appointment at 3:30pm and no one talked to me or helped me until after I waited nearly an hour to flag down someone,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_158,394070,"So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help",account_access_and_apple_id,escalate,identity_verification,medium,Review independently; do not copy blindly into human annotation sheets.
golden_116,2488587,"Say Pandora is playing while my phone is locked, when I use the passcode to unlock my phone, Pandora will stop playing. If I have tasks running on any app when I unlock my phone, they all stop.",other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_137,1895456,"Ever since I updated my phone, it gets SO HOT so fast 😳🔥 @115858 @AppleSupport",software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_112,2478961,since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,account_access_and_apple_id,escalate,account_security,high,Review independently; do not copy blindly into human annotation sheets.
golden_084,435799,Still no luck,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_050,2205975,do you like to give software updates for iPhones that disables the phone and u lose all your precious photos/videos?! FUMING. SORT IT OUT! You are one of the biggest brands in the world and you screw people's treasured memories up. I expect a response urgently.,software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_192,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]",other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_141,1514688,WHY TF ARE THESE UGLY ASS BOXES WITH QUESTIONS MARKS IN THEM POPPING UP 😑,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_006,2955492,"I blocked my Apple ID by accident . Now i have to wait for 3 days. Are that workingdays? Or is weekend included? My iPhone is stolen. I have a new one now, but cant use my ID. So no apps.",account_access_and_apple_id,escalate,account_security,high,Review independently; do not copy blindly into human annotation sheets.
golden_111,889181,"I sent my expensive MacBook Pro in for repair with @331101 and they gave it back covered in crap, food crumbs, smear marks and two lovely new DENTS! I hope you’re taking notice @AppleSupport because this is very upsetting! #Apple #MacbookPro #WTF 🤬 [URL]",repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_061,2403642,Is there any way to play an album on my iPhone in the right order? It always seems to shuffle no matter what I press. @115948 @AppleSupport,repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_169,1703093,fix this fucking glitch when we type “i” into our phones,device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_196,2069249,got any trouble shooting tips???? #bluetooth #connectionissues,connectivity_and_network,auto_handle,,high,Review independently; do not copy blindly into human annotation sheets.
golden_133,373387,anyone else having there music that shouldn’t be downloaded showing on there apple device and it won’t go away since 11.02,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_041,407562,"hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name",apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_138,1642619,if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not,apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_076,235012,Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,connectivity_and_network,auto_handle,,high,Review independently; do not copy blindly into human annotation sheets.
golden_088,2946987,No believing that I was on snapchat for all of 10 minutes and my battery has went from 93% to 12%!!!!! @AppleSupport SORT IT OUT!!!!!,device_performance_or_hardware,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_064,2607722,"Really @115858 @applesupport @20600, the HighSierra update in the music keyboard controls SUCK so much! Simple doesn’t work! It’s terrible!",software_update_or_os_issue,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_071,962178,WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?,repair_replacement_or_order,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_082,1808051,"my apple music has been glitching recently, sometimes when i try to add music to playlists or download new songs it won’t load [URL]",apps_services_or_icloud,auto_handle,,medium,Review independently; do not copy blindly into human annotation sheets.
golden_012,1097772,It says “downloading” then it goes back to the cloud.,other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
golden_096,1658292,whenever I️ type “I️” it replaces it for- [URL],other_or_unclear,escalate,insufficient_context,low,Review independently; do not copy blindly into human annotation sheets.
