golden_id,customer_tweet_id,customer_text_clean,annotator_a_intent,annotator_b_intent,annotator_a_action,annotator_b_action,final_intent,final_action,final_escalation_reason,adjudicator_id,adjudication_notes,final_status
golden_180,1898686,jist brought a mac second hand and cant even set it up? My 1st apple product and its not going well... [URL],,,,,,,,,,PENDING_HUMAN_LABELS
golden_181,2050026,excellent job with the update. My phone is now officially compromised and unusable. #sabotaged,,,,,,,,,,PENDING_HUMAN_LABELS
golden_182,991153,"drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?",,,,,,,,,,PENDING_HUMAN_LABELS
golden_183,90591,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,,,,,,,,,,PENDING_HUMAN_LABELS
golden_184,2704256,Why the fuck haven't I got an email to reset my @115858 password yet if I've been trying to do it since this morning... #whatupsamsung #goodbyeiphone 🚮,,,,,,,,,,PENDING_HUMAN_LABELS
golden_185,1133246,"So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858",,,,,,,,,,PENDING_HUMAN_LABELS
golden_186,750081,thank you! i couldn’t hear anything bc i had bluetooth turned on,,,,,,,,,,PENDING_HUMAN_LABELS
golden_187,2052020,There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,,,,,,,,,,PENDING_HUMAN_LABELS
golden_188,2110849,"have an issue with being locked out of my Apple ID, and I don't know why it's not working",,,,,,,,,,PENDING_HUMAN_LABELS
golden_189,2731420,why does my iPhone always restart when I’m on Pandora listening to music?,,,,,,,,,,PENDING_HUMAN_LABELS
golden_190,2587920,my apple music app loads but doesn't show any of my music. just says we've run into a problem,,,,,,,,,,PENDING_HUMAN_LABELS
golden_191,2523431,"I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",,,,,,,,,,PENDING_HUMAN_LABELS
golden_192,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]",,,,,,,,,,PENDING_HUMAN_LABELS
golden_193,1679959,your update fucked my phone up,,,,,,,,,,PENDING_HUMAN_LABELS
golden_194,2631507,can you ensure a MacBook Pro with Apple care plus that has been bought from a friend?,,,,,,,,,,PENDING_HUMAN_LABELS
golden_195,402260,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,,,,,,,,,,PENDING_HUMAN_LABELS
golden_196,2069249,got any trouble shooting tips???? #bluetooth #connectionissues,,,,,,,,,,PENDING_HUMAN_LABELS
golden_197,1185832,"iOS 11 sucks. Bad battery life, dropped calls, klunky, slow, etc. I’ve loved my iPhone until now. I’m about to switch to LG. Fix it!!",,,,,,,,,,PENDING_HUMAN_LABELS
golden_198,1983819,Hey @115858 fix the fucking music app. You fucked it all up.,,,,,,,,,,PENDING_HUMAN_LABELS
golden_199,1757898,ME wish @115858 would fix the issue cause ME getting veryyyyyy angry 😡,,,,,,,,,,PENDING_HUMAN_LABELS
golden_200,303141,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,,,,,,,,,,PENDING_HUMAN_LABELS
