golden_id,customer_tweet_id,conversation_root_or_group_id,customer_text_clean,customer_text_raw,weak_sampling_bucket,is_safety_slice
golden_114,2007269,2007269,"iPhone won’t stay powered on, iPod charging port broken, iPad is starting not to charge. @115858 sucks. #applesucks","iPhone won’t stay powered on, iPod charging port broken, iPad is starting not to charge. @115858 sucks. #applesucks",billing_purchase_bucket,False
golden_115,1398130,1398131,"It's everytime I leave my home to go out, most of my music is like that but only few(the ones I listen most don't do that)","@AppleSupport It's everytime I leave my home to go out, most of my music is like that but only few(the ones I listen most don't do that)",apps_icloud_bucket,False
golden_116,2488587,2488585,"Say Pandora is playing while my phone is locked, when I use the passcode to unlock my phone, Pandora will stop playing. If I have tasks running on any app when I unlock my phone, they all stop.","@AppleSupport Say Pandora is playing while my phone is locked, when I use the passcode to unlock my phone, Pandora will stop playing.  If I have tasks running on any app when I unlock my phone, they all stop.",account_access_bucket,False
golden_117,1297491,1297490,Ok I have to unlock the phone double tap the home button make sure I open an app first instead of just pressing the icon on the home screen?,@AppleSupport Ok I have to unlock the phone double tap the home button make sure I open an app first instead of just pressing the icon on the home screen?,device_hardware_bucket,False
golden_118,1995518,1995518,when is the new iOS out cause my battery life is 💩💩💩,@AppleSupport when is the new iOS out cause my battery life is 💩💩💩,device_hardware_bucket,False
golden_119,2025310,2025310,"iphone 6 Ear speaker is not working now plz guide me on this,my phone is out of warranty now.What will be the price of same","@AppleSupport iphone 6 Ear speaker is not working now plz guide me on this,my phone is out of warranty now.What will be the price of same",repair_order_bucket,False
golden_120,1559346,1559346,So @115858 you gonna let me update my watch or nah,So @115858 you gonna let me update my watch or nah,software_update_bucket,False
golden_121,2355072,2355070,Also when i click on a notification my music stops as well and when i use the 3D touch its stops too.,@AppleSupport Also when i click on a notification my music stops as well and when i use the 3D touch its stops too.,device_hardware_bucket,False
golden_122,1411618,1411618,Is there a way to prevent Bluetooth auto turn on when I turn on a recognized device? It triggers multiple devices. Not cool.,@AppleSupport Is there a way to prevent Bluetooth auto turn on when I turn on a recognized device? It triggers multiple devices. Not cool.,connectivity_network_bucket,False
golden_123,1545194,1545194,is there a way to find out if an Apple Store has the iPhone X and pick it up?,@AppleSupport is there a way to find out if an Apple Store has the iPhone X and pick it up?,repair_order_bucket,False
golden_124,1336329,1336329,can you please help me. It says I have an #iPhoneX reserved but it wouldn’t let me continue the order process.,@AppleSupport @117735 @ATT can you please help me. It says I have an #iPhoneX reserved but it wouldn’t let me continue the order process.,repair_order_bucket,False
golden_125,628025,628025,Hey @115858 cool software update. Let me know when I️ can start sentences with “I️” again and not have it chance to hieroglyphics.,Hey @115858 cool software update. Let me know when I️ can start sentences with “I️” again and not have it chance to hieroglyphics.,software_update_bucket,False
golden_126,1698313,1698313,I know what you are doing & it’s not going to make me update my phone just so I️ have to get the new one #screwyou,@115858 I know what you are doing &amp; it’s not going to make me update my phone just so I️ have to get the new one #screwyou,software_update_bucket,False
golden_127,2013448,2013449,i️ fucking hate @115858 rn,i️ fucking hate @115858 rn,unclear_general_bucket,False
golden_128,1046593,1046594,I updated it this morning. All apps updated and phone was charged to 90% about two hours ago but now is at 61% with infrequent use.,@AppleSupport I updated it this morning. All apps updated and phone was charged to 90% about two hours ago but now is at 61% with infrequent use.,billing_purchase_bucket,False
golden_129,50843,50843,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,@AppleSupport  I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,apps_icloud_bucket,False
golden_130,620031,620031,can someone please tell me why my screen just turned purple and then my phone shut down? it won't turn back on. i haven't even had this phone for 2 years #wtf,@115858 @AppleSupport can someone please tell me why my screen just turned purple and then my phone shut down? it won't turn back on. i haven't even had this phone for 2 years #wtf,device_hardware_bucket,False
golden_131,174117,174117,Is the one-day shopping event only for the Apple Store online or it’s also for retail stores?,@AppleSupport Is the one-day shopping event only for the Apple Store online or it’s also for retail stores?,repair_order_bucket,False
golden_132,949672,949675,I have a 6. 11.03 has created a nightmare. Apps crash or won’t open. Battery drains crazy.,@AppleSupport @345235 I have a 6. 11.03 has created a nightmare. Apps crash or won’t open. Battery drains crazy.,device_hardware_bucket,False
golden_133,373387,373387,anyone else having there music that shouldn’t be downloaded showing on there apple device and it won’t go away since 11.02,@AppleSupport anyone else having there music that shouldn’t be downloaded showing on there apple device and it won’t go away since 11.02,apps_icloud_bucket,False
golden_134,1794981,1794981,I use my old phone as an iPod now and the charge was just @ 64% and it just dropped down to freaking 14 @115858 🙄,I use my old phone as an iPod now and the charge was just @ 64% and it just dropped down to freaking 14 @115858 🙄,billing_purchase_bucket,False
golden_135,992374,992375,Phone getting hanged frequently &apps are crashing( app icons are disappearing from the screen)whatsapp icon used keep on blinking,@AppleSupport Phone getting hanged frequently &amp;apps are crashing( app icons are disappearing from the screen)whatsapp icon used keep on blinking,device_hardware_bucket,False
golden_136,1788624,1788624,", @AppleSupport thanks for screwing up our phones with the new iOS update . I demand a refund or a replacement .","@115858 , @AppleSupport thanks for screwing up our phones with the new iOS update . I demand a refund or a replacement .",billing_purchase_bucket,True
golden_137,1895456,1895456,"Ever since I updated my phone, it gets SO HOT so fast 😳🔥 @115858 @AppleSupport","Ever since I updated my phone, it gets SO HOT so fast 😳🔥 @115858 @AppleSupport",software_update_bucket,False
golden_138,1642619,1642619,if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not,@AppleSupport if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not,connectivity_network_bucket,False
golden_139,2789246,2789247,How can my phone battery go down 15% in 10 minutes while barely using it. @115858 get your shit together.,How can my phone battery go down 15% in 10 minutes while barely using it. @115858 get your shit together.,device_hardware_bucket,False
golden_140,248742,248744,My Apple ID?,@AppleSupport My Apple ID?,account_access_bucket,False
golden_141,1514688,1514692,WHY TF ARE THESE UGLY ASS BOXES WITH QUESTIONS MARKS IN THEM POPPING UP 😑,@AppleSupport WHY TF ARE THESE UGLY ASS BOXES WITH QUESTIONS MARKS IN THEM POPPING UP 😑,unclear_general_bucket,False
golden_142,1234737,1234738,"i’ve tried restarting, resetting network settings, removing sim card, EVERYTHING. nothing works. this is ridiculous","@AppleSupport i’ve tried restarting, resetting network settings, removing sim card, EVERYTHING. nothing works. this is ridiculous",unclear_general_bucket,False
golden_143,2772634,2772634,"my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help","@AppleSupport my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help",unclear_general_bucket,False
golden_144,143514,143515,"baby, my battery will literally go from 100 to 50 in 10 minutes. it's the software not my iphone (6s)","@AppleSupport baby, my battery will literally go from 100 to 50 in 10 minutes. it's the software not my iphone (6s)",device_hardware_bucket,False
golden_145,2379285,2379285,my icloud fucc’d up. send help.,@115858 my icloud fucc’d up. send help.,apps_icloud_bucket,False
golden_146,720587,720587,"having a hard time with battery life on my 8 Plus and 7 Plus running iOS 11.1, no improvement from 11.0.3...just progressively and significantly worse.","@AppleSupport having a hard time with battery life on my 8 Plus and 7 Plus running iOS 11.1, no improvement from 11.0.3...just progressively and significantly worse.",software_update_bucket,False
golden_147,515852,515852,"Ever since I updated to iOS 11.1.2 my phone keeps crashing every few minutes and a spinning gear shows up, what’s going on?!","@AppleSupport Ever since I updated to iOS 11.1.2 my phone keeps crashing every few minutes and a spinning gear shows up, what’s going on?!",software_update_bucket,False
golden_148,122305,122311,"So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?","@AppleSupport So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?",connectivity_network_bucket,False
golden_149,2072245,2072245,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,apps_icloud_bucket,False
golden_150,535817,535817,Apple Music won’t let me make new playlists or download new music 😤,@AppleSupport Apple Music won’t let me make new playlists or download new music 😤,apps_icloud_bucket,False
golden_151,2298077,2298077,check this fraud!! [URL],@115858 @AppleSupport check this fraud!! https://t.co/XKaEFph2PF,unclear_general_bucket,True
golden_152,1895327,1895327,My iphone is fucked up. Alarm went off at 2 am out of nowhere. Giving me notifications at odd times what the fuck @AppleSupport,My iphone is fucked up. Alarm went off at 2 am out of nowhere. Giving me notifications at odd times what the fuck @AppleSupport,unclear_general_bucket,False
golden_153,548180,548180,Hey @AppleSupport I’ve been trying to download a song and it keeps saying song will show up in my library. That was 24 hours ago and it’s still not there.,Hey @AppleSupport I’ve been trying to download a song and it keeps saying song will show up in my library. That was 24 hours ago and it’s still not there.,apps_icloud_bucket,False
golden_154,2284088,2284088,My phone has been updated. The “I️” problem is still occuring. @AppleSupport fix this.,My phone has been updated. The “I️” problem is still occuring. @AppleSupport fix this.,software_update_bucket,False
golden_155,2697212,2697218,Ok iOS 11.1.1,"@AppleSupport Ok 
iOS 11.1.1",software_update_bucket,False
golden_156,944939,944937,"A couple of weeks, my phone freezes/ turns the screen the wrong way even when screen rotation lock is on","@AppleSupport A couple of weeks, my phone freezes/ turns the screen the wrong way even when screen rotation lock is on",device_hardware_bucket,False
golden_157,1273660,1273660,thanks for the international warranty..does the international warranty applicable if we buy a iphone 7 or 7 plus now?,@AppleSupport thanks for the international warranty..does the international warranty applicable if we buy a iphone 7 or 7 plus now?,repair_order_bucket,False
golden_158,394070,394071,"So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help","@AppleSupport So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help",account_access_bucket,False
golden_159,433050,433050,Does anyone know how I can print to PDF within the mail app on iPad IOS 11? @AppleSupport Thanks in advance :),Does anyone know how I can print to PDF within the mail app on iPad IOS 11? @AppleSupport  Thanks in advance :),software_update_bucket,False
golden_160,1395109,1395110,Thanks - when I try to click to download it the wee circle just spins and nothing happens other than that.,@AppleSupport Thanks - when I try to click to download it the wee circle just spins and nothing happens other than that.,apps_icloud_bucket,False
golden_161,505090,505090,just got this email from a suspicious email address (__email__). Please confirm it is a fraud @23080 [URL],@AppleSupport just got this email from a suspicious email address (__email__). Please confirm it is a fraud @23080 https://t.co/uo0VGPqy2Q,unclear_general_bucket,True
golden_162,1220500,1220500,So my dad forgot his appleID password and called for help. They quoted 4 prices then changed the pswd. Then wouldn’t tell me,@AppleSupport So my dad forgot his appleID password and called for help. They quoted 4 prices then changed the pswd.  Then wouldn’t tell me,account_access_bucket,False
golden_163,1765971,1765972,When you pay for a repair and the phone comes back damaged and unusable,@AppleSupport When you pay for a repair and the phone comes back damaged and unusable,repair_order_bucket,False
golden_164,1645035,1645035,yo @115858 i can’t talk about myself with my phone glitching fix this shit,yo @115858 i can’t talk about myself with my phone glitching fix this shit,unclear_general_bucket,False
golden_165,2502095,2502095,Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. Would appreciate RTs bc this is NOT ok. Misleading that display & real are different! [URL],"Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. 

Would appreciate RTs bc this is NOT ok. Misleading that display &amp; real are different! https://t.co/krmosOpP7o",device_hardware_bucket,False
golden_166,2429278,2429278,Is this happening to everyone else? It’s so damn annoying. 😑 I restarted my phone 1000 times it keeps coming back. @115858 fix this. I don’t want a new phone. I love my headphone jack and Touch ID sis. [URL],Is this happening to everyone else? It’s so damn annoying. 😑 I restarted my phone 1000 times it keeps coming back. @115858 fix this. I don’t want a new phone. I love my headphone jack and Touch ID sis. https://t.co/TnOto0SLpl,device_hardware_bucket,False
golden_167,1828315,1828315,"adding data to the iPad is just painful, why doesn’t Apple Pay work?! @AppleSupport","@115858 adding data to the iPad is just painful, why doesn’t Apple Pay work?! @AppleSupport",connectivity_network_bucket,False
golden_168,1522688,1522688,Any way I can check the overall health of my iphone7 battery?,@AppleSupport Any way I can check the overall health of my iphone7 battery?,device_hardware_bucket,False
golden_169,1703093,1703093,fix this fucking glitch when we type “i” into our phones,@AppleSupport fix this fucking glitch when we type “i” into our phones,unclear_general_bucket,False
golden_170,1887587,1887587,I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,@AppleSupport I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,device_hardware_bucket,False
golden_171,857097,857098,my iphone 7 is not charging more then 10% 😳,@323529 @115858 my iphone 7 is not charging more then 10% 😳,device_hardware_bucket,False
golden_172,1807855,1807856,"Well bacically when I download apps under 1.0 GB, always says that the storage is full","@AppleSupport Well bacically when I download apps under 1.0 GB, always says that the storage is full",apps_icloud_bucket,False
golden_173,571825,571827,Ok! I thought it was going to be available right away after updating. Thank you so much!,@AppleSupport Ok! I thought it was going to be available right away after updating. Thank you so much!,software_update_bucket,False
golden_174,846955,846956,"Hi, yes I am. I’m noticing very fast drops in the battery % through regular use. I’ve disabled features to try and extend battery life.","@AppleSupport Hi, yes I am. I’m noticing very fast drops in the battery % through regular use. I’ve disabled features to try and extend battery life.",device_hardware_bucket,False
golden_175,1625438,1625438,", I bought a case from the @115858 store on 10/14, and it broke yesterday. So disappointed. Can I return it to the Apple store?","@6006, I bought a case from the @115858 store on 10/14, and it broke yesterday. So disappointed. Can I return it to the Apple store?",repair_order_bucket,False
golden_176,2003553,2003553,👀👀👀👀👀👀 hate you fix this I️,@115858 👀👀👀👀👀👀 hate you fix this I️,unclear_general_bucket,False
golden_177,1989949,1989949,"hi apple, I have 2 Apple id's. How do I change Apple ID accounts on the Apple Watch app and will I lose connection to watch","@AppleSupport hi apple, I have 2 Apple id's. How do I change Apple ID accounts on the Apple Watch app and will I lose connection to watch",account_access_bucket,False
golden_178,1076399,1076399,confused how I was given a new phone and my battery life is still trash,@AppleSupport confused how I was given a new phone and my battery life is still trash,device_hardware_bucket,False
golden_179,713395,713395,I had an appointment at 3:30pm and no one talked to me or helped me until after I waited nearly an hour to flag down someone,@115858 I had an appointment at 3:30pm and no one talked to me or helped me until after I waited nearly an hour to flag down someone,repair_order_bucket,False
golden_180,1898686,1898686,jist brought a mac second hand and cant even set it up? My 1st apple product and its not going well... [URL],@AppleSupport jist brought a mac second hand and cant even set it up? My 1st apple product and its not going well... https://t.co/bDdzkfnfUy,unclear_general_bucket,False
golden_181,2050026,2050026,excellent job with the update. My phone is now officially compromised and unusable. #sabotaged,@115858 excellent job with the update. My phone is now officially compromised and unusable. #sabotaged,software_update_bucket,True
golden_182,991153,991153,"drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?","@AppleSupport drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?",device_hardware_bucket,False
golden_183,90591,90591,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,@AppleSupport The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,billing_purchase_bucket,False
golden_184,2704256,2704256,Why the fuck haven't I got an email to reset my @115858 password yet if I've been trying to do it since this morning... #whatupsamsung #goodbyeiphone 🚮,Why the fuck haven't I got an email to reset my @115858 password yet if I've been trying to do it since this morning... #whatupsamsung #goodbyeiphone 🚮,account_access_bucket,False
golden_185,1133246,1133246,"So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858","So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858",billing_purchase_bucket,False
golden_186,750081,750082,thank you! i couldn’t hear anything bc i had bluetooth turned on,@AppleSupport thank you! i couldn’t hear anything bc i had bluetooth turned on,connectivity_network_bucket,False
golden_187,2052020,2052020,There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,@AppleSupport There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,connectivity_network_bucket,False
golden_188,2110849,2110849,"have an issue with being locked out of my Apple ID, and I don't know why it's not working","@AppleSupport have an issue with being locked out of my Apple ID, and I don't know why it's not working",account_access_bucket,True
golden_189,2731420,2731420,why does my iPhone always restart when I’m on Pandora listening to music?,@AppleSupport why does my iPhone always restart when I’m on Pandora listening to music?,apps_icloud_bucket,False
golden_190,2587920,2587921,my apple music app loads but doesn't show any of my music. just says we've run into a problem,@AppleSupport my apple music app loads but doesn't show any of my music. just says we've run into a problem,apps_icloud_bucket,False
golden_191,2523431,2523431,"I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?","@AppleSupport I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",account_access_bucket,False
golden_192,1391564,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]","cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport https://t.co/blDobRGqQE",unclear_general_bucket,False
golden_193,1679959,1679959,your update fucked my phone up,@AppleSupport your update fucked my phone up,software_update_bucket,False
golden_194,2631507,2631507,can you ensure a MacBook Pro with Apple care plus that has been bought from a friend?,@AppleSupport can you ensure a MacBook Pro with Apple care plus that has been bought from a friend?,unclear_general_bucket,False
golden_195,402260,402260,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,.@AppleSupport High Sierra doesn't work well with @7294 but Sierra has been removed from the app store :( I'm stuck on el capitan!,apps_icloud_bucket,False
golden_196,2069249,2069250,got any trouble shooting tips???? #bluetooth #connectionissues,@115858 @AppleSupport got any trouble shooting tips???? #bluetooth #connectionissues,connectivity_network_bucket,False
golden_197,1185832,1185832,"iOS 11 sucks. Bad battery life, dropped calls, klunky, slow, etc. I’ve loved my iPhone until now. I’m about to switch to LG. Fix it!!","@115858 iOS 11 sucks. Bad battery life, dropped calls, klunky, slow, etc. I’ve loved my iPhone until now. I’m about to switch to LG. Fix it!!",software_update_bucket,False
golden_198,1983819,1983819,Hey @115858 fix the fucking music app. You fucked it all up.,Hey @115858 fix the fucking music app. You fucked it all up.,apps_icloud_bucket,False
golden_199,1757898,1757898,ME wish @115858 would fix the issue cause ME getting veryyyyyy angry 😡,ME wish @115858 would fix the issue cause ME getting veryyyyyy angry 😡,unclear_general_bucket,False
golden_200,303141,303141,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,"@AppleSupport 
Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?",connectivity_network_bucket,False
