golden_id,customer_tweet_id,customer_text_clean,proposed_intent,proposed_action,proposed_escalation_reason,review_decision,final_intent,final_action,final_escalation_reason,adjudicator_id,edit_or_acceptance_reason
golden_084,435799,Still no luck,other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_085,2212770,fix this mess with the i’s,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_086,1261355,"why is apple music telling me to subscribe, but then says that I’m already a member when I do so? Can’t play music at all",apps_services_or_icloud,auto_handle,,EDITED,billing_subscription_or_purchase,escalate,financial_transaction,siva_adjudicator,Apple Music asking user to subscribe when already a member is a recurring subscription / entitlement verification error requiring billing lookup (Guidelines Section 2.6).
golden_087,1813758,It’s ok already scheduled Genius Bar appointment for tomorrow (UK),repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_088,2946987,No believing that I was on snapchat for all of 10 minutes and my battery has went from 93% to 12%!!!!! @AppleSupport SORT IT OUT!!!!!,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_089,2281743,my phone broke for no reason? @115858 finna sue anyone and everyone that works there,other_or_unclear,escalate,insufficient_context,EDITED,device_performance_or_hardware,escalate,legal_distress_or_abuse,siva_adjudicator,Customer states phone broke for no reason and threatens to sue staff; hardware failure accompanied by legal threat (Guidelines Section 2.2 & 3.2).
golden_090,448381,Is anyone else having the following @115858 problems: @115948 doesn’t open/ work/ screen is black SEVERE battery drains even with most apps closed and lights on dim #applesupport #apple #applemusic #iosissues,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_091,1436704,Hey @AppleSupport my iPhone 7plus (iOS 11.0.3) keeps freezing at random moments. Is there any solution to that problem?,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_092,2751146,Hi Does apple offers global warrenty on iPhone X? I mean if a phone X is purchased from USA and I use in India and some thing goes wrong in India will have have warranty cove in India?,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_093,1081500,Thanks & does this work if it is not connected to a wifi?,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_094,1048063,"I can no longer access wallet by double pressing the home button with iOS 11? @AppleSupport workaround swipe up, click wallet then home.",software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_095,2800582,"Thanks, I am aware of the tips—iPhone owner since 2010. I think you are missing the point;this was not previously an issue until iOS 11.1.2",other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_096,1658292,whenever I️ type “I️” it replaces it for- [URL],software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_097,2622758,I ordered iphone from the store before 13 days ago my order is still in progress why ?,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_098,481845,my phone glitching when I type. I never had this problem until I updated it to this iOS 11.1.2🧐 either you fix it or you lost a customer 🙃,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_099,1851465,Phone is hardly even a year old. No 3rd party repairs done. Worked perfectly fine before iOS 11 was released.,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer explicitly notes phone worked fine 'before iOS 11'; update causation rule applies (Guidelines Section 2.1).
golden_100,1362538,is this page ok?! I’m locked out my account! [URL],other_or_unclear,escalate,insufficient_context,EDITED,account_access_and_apple_id,escalate,account_security,siva_adjudicator,Customer asks if verification page is legitimate because they are locked out of account; account security / phishing verification (Guidelines Section 2.5).
golden_101,940644,"Omg, @115858 what’s this IOS update?? Who approved this?? I’ve had this update for less than 24 hours & I wanna chuck my phone out a window",other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer is complaining about iOS update received less than 24 hours ago causing glitches; update causation rule applies (Guidelines Section 2.1).
golden_102,2547187,Y’all just gonna pretend that you don’t know about the glitches and freezes everybody has been experiencing ever since updating to IOS 11??,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_103,1948187,My battery life is half a day at best. Takes longer to charge and drops it’s charge really fast. So disappointed,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_104,884981,"hello, am I able to hand in another iPhone and pay money on top for a new model?",repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_105,489600,I've lost Bluetooth,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_106,119483,can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,billing_subscription_or_purchase,escalate,financial_transaction,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,"'charged overnight' describes battery charging, not financial billing; explicit customer blame is 'new updates now make my iphone6s die' (Guidelines Section 2.1)."
golden_107,2410232,asked me to install the new system update Mac OS High Sierra to improve power of battery and now my MacBook isn’t working at all😑😑,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_108,1914004,"Went to bed with my iPhone on/charging, woke up to it off/dead and now it won't turn on after 6 hours of charging WTF APPLE?? @AppleSupport",device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_109,1081489,"11.0.3 yes, I turn it off, I leave my house and then if I pass somewhere I’ve connected to the WiFi before it turns itself back on",software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_110,2728120,Just used my fully charged iPhone6s+ for 1 hour checking email and SOMA (social media) battery now at 10%. Thanks @115858 for ios11. I don’t want the 8/X #builtinobselcance,billing_subscription_or_purchase,escalate,financial_transaction,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,"'fully charged' describes battery level, not billing; customer explicitly thanks Apple for iOS 11 draining battery (Guidelines Section 2.1)."
golden_111,889181,"I sent my expensive MacBook Pro in for repair with @331101 and they gave it back covered in crap, food crumbs, smear marks and two lovely new DENTS! I hope you’re taking notice @AppleSupport because this is very upsetting! #Apple #MacbookPro #WTF 🤬 [URL]",repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_112,2478961,since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_113,1983976,quick question how’s come everytime I️ type an “I️” my phones makes an A and a box with a question mark in it ?,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_114,2007269,"iPhone won’t stay powered on, iPod charging port broken, iPad is starting not to charge. @115858 sucks. #applesucks",device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_115,1398130,"It's everytime I leave my home to go out, most of my music is like that but only few(the ones I listen most don't do that)",other_or_unclear,escalate,insufficient_context,EDITED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Customer describes Apple Music only playing songs that were downloaded when leaving Wi-Fi; offline music playback troubleshooting (Guidelines Section 2.4).
golden_116,2488587,"Say Pandora is playing while my phone is locked, when I use the passcode to unlock my phone, Pandora will stop playing. If I have tasks running on any app when I unlock my phone, they all stop.",other_or_unclear,escalate,insufficient_context,EDITED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Pandora stops playing when using passcode to unlock phone; third-party media app audio interaction on iOS (Guidelines Section 2.4).
golden_117,1297491,Ok I have to unlock the phone double tap the home button make sure I open an app first instead of just pressing the icon on the home screen?,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_118,1995518,when is the new iOS out cause my battery life is 💩💩💩,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_119,2025310,"iphone 6 Ear speaker is not working now plz guide me on this,my phone is out of warranty now.What will be the price of same",repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_120,1559346,So @115858 you gonna let me update my watch or nah,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer asks 'you gonna let me update my watch or nah'; watchOS update installation troubleshooting (Guidelines Section 2.1).
golden_121,2355072,Also when i click on a notification my music stops as well and when i use the 3D touch its stops too.,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_122,1411618,Is there a way to prevent Bluetooth auto turn on when I turn on a recognized device? It triggers multiple devices. Not cool.,connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_123,1545194,is there a way to find out if an Apple Store has the iPhone X and pick it up?,other_or_unclear,escalate,insufficient_context,EDITED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,Customer asks if an Apple Store has iPhone X in stock to pick up; retail inventory / order pickup inquiry (Guidelines Section 2.7).
golden_124,1336329,can you please help me. It says I have an #iPhoneX reserved but it wouldn’t let me continue the order process.,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_125,628025,Hey @115858 cool software update. Let me know when I️ can start sentences with “I️” again and not have it chance to hieroglyphics.,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_126,1698313,I know what you are doing & it’s not going to make me update my phone just so I️ have to get the new one #screwyou,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,"Customer expresses sentiment against forced iOS update, text contains letter 'I️' unicode symbol glitch (Guidelines Section 2.1)."
golden_127,2013448,i️ fucking hate @115858 rn,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,escalate,legal_distress_or_abuse,siva_adjudicator,Customer expresses severe profanity venting about letter 'i️' unicode glitch; requires human de-escalation (Guidelines Section 2.1 & 3.2).
golden_128,1046593,I updated it this morning. All apps updated and phone was charged to 90% about two hours ago but now is at 61% with infrequent use.,billing_subscription_or_purchase,escalate,financial_transaction,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,'charged to 90%' refers to battery charge level; customer updated phone this morning and reports rapid drain (Guidelines Section 2.1).
golden_129,50843,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_130,620031,can someone please tell me why my screen just turned purple and then my phone shut down? it won't turn back on. i haven't even had this phone for 2 years #wtf,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_131,174117,Is the one-day shopping event only for the Apple Store online or it’s also for retail stores?,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_132,949672,I have a 6. 11.03 has created a nightmare. Apps crash or won’t open. Battery drains crazy.,device_performance_or_hardware,auto_handle,,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer explicitly attributes app crashes and crazy battery drain to iOS 11.0.3 update (Guidelines Section 2.1).
golden_133,373387,anyone else having there music that shouldn’t be downloaded showing on there apple device and it won’t go away since 11.02,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_134,1794981,I use my old phone as an iPod now and the charge was just @ 64% and it just dropped down to freaking 14 @115858 🙄,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_135,992374,Phone getting hanged frequently &apps are crashing( app icons are disappearing from the screen)whatsapp icon used keep on blinking,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_136,1788624,", @AppleSupport thanks for screwing up our phones with the new iOS update . I demand a refund or a replacement .",billing_subscription_or_purchase,escalate,financial_transaction,ACCEPTED,billing_subscription_or_purchase,escalate,financial_transaction,siva_adjudicator,"Accepted proposal: Financial transaction, refund request, subscription dispute, or payment issue requiring private ledger lookup (Guidelines Section 2.6)."
golden_137,1895456,"Ever since I updated my phone, it gets SO HOT so fast 😳🔥 @115858 @AppleSupport",device_performance_or_hardware,auto_handle,,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer explicitly states phone gets hot 'ever since I updated my phone'; update causation rule applies (Guidelines Section 2.1).
golden_138,1642619,if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_139,2789246,How can my phone battery go down 15% in 10 minutes while barely using it. @115858 get your shit together.,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_140,248742,My Apple ID?,account_access_and_apple_id,escalate,identity_verification,EDITED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,Customer text is literally just 'My Apple ID?'; single fragment lacking actionable diagnostic details (Guidelines Section 2.8).
golden_141,1514688,WHY TF ARE THESE UGLY ASS BOXES WITH QUESTIONS MARKS IN THEM POPPING UP 😑,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_142,1234737,"i’ve tried restarting, resetting network settings, removing sim card, EVERYTHING. nothing works. this is ridiculous",connectivity_and_network,auto_handle,,ACCEPTED,connectivity_and_network,auto_handle,,siva_adjudicator,Accepted proposal: Standard wireless / network connectivity symptom; safe self-service resets can be provided (Guidelines Section 2.3).
golden_143,2772634,"my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help",device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_144,143514,"baby, my battery will literally go from 100 to 50 in 10 minutes. it's the software not my iphone (6s)",device_performance_or_hardware,auto_handle,,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer explicitly diagnoses issue as 'it's the software not my iphone that's broke' regarding rapid battery drop (Guidelines Section 2.1).
golden_145,2379285,my icloud fucc’d up. send help.,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_146,720587,"having a hard time with battery life on my 8 Plus and 7 Plus running iOS 11.1, no improvement from 11.0.3...just progressively and significantly worse.",software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_147,515852,"Ever since I updated to iOS 11.1.2 my phone keeps crashing every few minutes and a spinning gear shows up, what’s going on?!",software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Customer explicitly attributes symptom or glitch to an operating system update; safe diagnostic update steps apply (Guidelines Section 2.1).
golden_148,122305,"So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?",other_or_unclear,escalate,insufficient_context,EDITED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Customer deleted backup and rebooted but iCloud backup is still ~50GB; iCloud storage / backup management (Guidelines Section 2.4).
golden_149,2072245,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,other_or_unclear,escalate,insufficient_context,EDITED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Music playback pauses when opening another app; audio background playback configuration (Guidelines Section 2.4).
golden_150,535817,Apple Music won’t let me make new playlists or download new music 😤,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_151,2298077,check this fraud!! [URL],account_access_and_apple_id,escalate,account_security,ACCEPTED,account_access_and_apple_id,escalate,account_security,siva_adjudicator,Accepted proposal: Account takeover or security risk; requires immediate credential protection (Guidelines Section 2.5).
golden_152,1895327,My iphone is fucked up. Alarm went off at 2 am out of nowhere. Giving me notifications at odd times what the fuck @AppleSupport,other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_153,548180,Hey @AppleSupport I’ve been trying to download a song and it keeps saying song will show up in my library. That was 24 hours ago and it’s still not there.,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_154,2284088,My phone has been updated. The “I️” problem is still occuring. @AppleSupport fix this.,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
golden_155,2697212,Ok iOS 11.1.1,other_or_unclear,escalate,insufficient_context,ACCEPTED,other_or_unclear,escalate,insufficient_context,siva_adjudicator,"Accepted proposal: Vague, ambiguous, or conversational message lacking actionable technical details; requires human exploratory diagnostic dialogue (Guidelines Section 2.8)."
golden_156,944939,"A couple of weeks, my phone freezes/ turns the screen the wrong way even when screen rotation lock is on",device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_157,1273660,thanks for the international warranty..does the international warranty applicable if we buy a iphone 7 or 7 plus now?,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_158,394070,"So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help",account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_159,433050,Does anyone know how I can print to PDF within the mail app on iPad IOS 11? @AppleSupport Thanks in advance :),apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_160,1395109,Thanks - when I try to click to download it the wee circle just spins and nothing happens other than that.,apps_services_or_icloud,auto_handle,,ACCEPTED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Accepted proposal: Troubleshooting Apple ecosystem native application or cloud service; safe standard self-service steps apply (Guidelines Section 2.4).
golden_161,505090,just got this email from a suspicious email address (__email__). Please confirm it is a fraud @23080 [URL],account_access_and_apple_id,escalate,account_security,ACCEPTED,account_access_and_apple_id,escalate,account_security,siva_adjudicator,Accepted proposal: Account takeover or security risk; requires immediate credential protection (Guidelines Section 2.5).
golden_162,1220500,So my dad forgot his appleID password and called for help. They quoted 4 prices then changed the pswd. Then wouldn’t tell me,account_access_and_apple_id,escalate,identity_verification,ACCEPTED,account_access_and_apple_id,escalate,identity_verification,siva_adjudicator,Accepted proposal: Customer requires Apple ID credential reset or 2FA authentication assistance requiring identity verification (Guidelines Section 2.5).
golden_163,1765971,When you pay for a repair and the phone comes back damaged and unusable,repair_replacement_or_order,escalate,repair_or_order_lookup,ACCEPTED,repair_replacement_or_order,escalate,repair_or_order_lookup,siva_adjudicator,"Accepted proposal: Physical repair pricing, Genius Bar booking, warranty claim, store return, or hardware order tracking requires specialist lookup (Guidelines Section 2.7)."
golden_164,1645035,yo @115858 i can’t talk about myself with my phone glitching fix this shit,other_or_unclear,escalate,insufficient_context,EDITED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Customer says 'can't talk about myself with my phone glitching'; refers to autocorrect letter 'I' glitch (Guidelines Section 2.1).
golden_165,2502095,Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. Would appreciate RTs bc this is NOT ok. Misleading that display & real are different! [URL],device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_166,2429278,Is this happening to everyone else? It’s so damn annoying. 😑 I restarted my phone 1000 times it keeps coming back. @115858 fix this. I don’t want a new phone. I love my headphone jack and Touch ID sis. [URL],other_or_unclear,escalate,insufficient_context,EDITED,apps_services_or_icloud,auto_handle,,siva_adjudicator,Customer states phone keeps kicking them off apps randomly despite restarts; app crash troubleshooting (Guidelines Section 2.4).
golden_167,1828315,"adding data to the iPad is just painful, why doesn’t Apple Pay work?! @AppleSupport",billing_subscription_or_purchase,escalate,financial_transaction,ACCEPTED,billing_subscription_or_purchase,escalate,financial_transaction,siva_adjudicator,"Accepted proposal: Financial transaction, refund request, subscription dispute, or payment issue requiring private ledger lookup (Guidelines Section 2.6)."
golden_168,1522688,Any way I can check the overall health of my iphone7 battery?,device_performance_or_hardware,auto_handle,,ACCEPTED,device_performance_or_hardware,auto_handle,,siva_adjudicator,Accepted proposal: Physical hardware or performance diagnostic inquiry; safe standardized self-service steps can be provided (Guidelines Section 2.2).
golden_169,1703093,fix this fucking glitch when we type “i” into our phones,software_update_or_os_issue,auto_handle,,ACCEPTED,software_update_or_os_issue,auto_handle,,siva_adjudicator,Accepted proposal: Well-documented iOS 11 keyboard autocorrect bug; safe standardized text-replacement workaround can be auto-provided (Guidelines Section 2.1).
