golden_id,customer_tweet_id,customer_text_clean,human_intent,human_action,escalation_reason,annotation_notes,annotator_id,annotation_timestamp,status
golden_010,2073016,not lying but my battery is fucked up,,,,,,,NEEDS_HUMAN_LABEL
golden_200,303141,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,,,,,,,NEEDS_HUMAN_LABEL
golden_143,2772634,"my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help",,,,,,,NEEDS_HUMAN_LABEL
golden_049,1864418,Hey @AppleSupport ... ever since I updated my phone it now shuts off every two minutes and restarts and the battery doesn’t charge.. HELP,,,,,,,NEEDS_HUMAN_LABEL
golden_130,620031,can someone please tell me why my screen just turned purple and then my phone shut down? it won't turn back on. i haven't even had this phone for 2 years #wtf,,,,,,,NEEDS_HUMAN_LABEL
golden_087,1813758,It’s ok already scheduled Genius Bar appointment for tomorrow (UK),,,,,,,NEEDS_HUMAN_LABEL
golden_103,1948187,My battery life is half a day at best. Takes longer to charge and drops it’s charge really fast. So disappointed,,,,,,,NEEDS_HUMAN_LABEL
golden_008,2445238,"My new iPhone X is scheduled to arrive in the mail tomorrow, how do I go about buying Applecare for it? After seeing the repair costs, I've had a change of heart!",,,,,,,NEEDS_HUMAN_LABEL
golden_186,750081,thank you! i couldn’t hear anything bc i had bluetooth turned on,,,,,,,NEEDS_HUMAN_LABEL
golden_170,1887587,I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,,,,,,,NEEDS_HUMAN_LABEL
golden_041,407562,"hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name",,,,,,,NEEDS_HUMAN_LABEL
golden_061,2403642,Is there any way to play an album on my iPhone in the right order? It always seems to shuffle no matter what I press. @115948 @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_152,1895327,My iphone is fucked up. Alarm went off at 2 am out of nowhere. Giving me notifications at odd times what the fuck @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_148,122305,"So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?",,,,,,,NEEDS_HUMAN_LABEL
