pair_id,customer_tweet_id,conversation_root_or_group_id,customer_text_clean,customer_text_raw,brand_reply_clean
apple_pair_037856,1353999,1353999,WhatsApp notifications not working on iPhoneSE after upgrade to iOS11. @4305 @AppleSupport @115858 needs to fix. Already un/reinstalled.,WhatsApp notifications not working on iPhoneSE after upgrade to iOS11. @4305 @AppleSupport @115858 needs to fix. Already un/reinstalled.,We'd be happy to review this for you. Are you experiencing this issue on the latest version of iOS 11.0.3?
apple_pair_020699,741050,741050,#fail du matin. Se baigner avec ses #EarPods @115858 . Et bien on dirait qu’elles fonctionnent encore... #etanche ? @AppleSupport votre avis [URL],#fail du matin. Se baigner avec ses #EarPods @115858 . Et bien on dirait qu’elles fonctionnent encore... #etanche ? @AppleSupport votre avis https://t.co/UVHlqIM6QI,We offer support via Twitter in English. Contact us for help in your preferred language here: [URL]
apple_pair_052955,1699898,1699898,... how long we gonna let this I️ shit go on for?,@115858 ... how long we gonna let this I️ shit go on for?,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_099234,2729176,2729176,"in Calendar I can’t edit, add or remove invitees to Exchange events even though I’m marked as organizer. Some assistance please!","@AppleSupport in Calendar I can’t edit, add or remove invitees to Exchange events even though I’m marked as organizer. Some assistance please!","We'll see if we can help you with this, though in the long run, you may need to seek support from the team that supports your Exchange account. What device are you using, and what OS is installed on it at this time? What troubleshooting have you tried so far?"
apple_pair_101373,631822,631821,You’re late on this trend some of us have been suffering for weeks,@269736 @115858 You’re late on this trend some of us have been suffering for weeks,"We know how inconvenient it can be to have issues with autocorrect. DM us, and we'll look into this deeper. [URL]"
apple_pair_011041,408443,408443,"#ios11 is great. HOWEVER, I would be happier if my phone didn't freeze up, rendering it useless, at least once a day. Help me love you @115858","#ios11 is great.  HOWEVER, I would be happier if my phone didn't freeze up, rendering it useless, at least once a day. 

Help me love you @115858",We'd like to help. Please send us a DM with what country you're located in and we'll get started. [URL]
apple_pair_056059,1754103,1754101,I have found that workaround does not consistently work.,@AppleSupport I have found that workaround does not consistently work.,Let's continue in DM. Send us a message and we'll follow up there. [URL]
apple_pair_023991,854984,854986,That does not work. How long is it going to take for us to get another software update?????????,@AppleSupport That does not work. How long is it going to take for us to get another software update?????????,Let's meet in DM to talk about the issue. Let us know your country and iPhone model so we can see your support options. Thanks! [URL]
apple_pair_018305,652247,652247,Bought new 8 Plus last night. Upgraded to 11.02. FYI - App Store crashes every time I go to my purchased apps,@115858 @AppleSupport Bought new 8 Plus last night. Upgraded to 11.02. FYI - App Store crashes every time I go to my purchased apps,We don't want that happening. Does this issue persist after a restart? Here is how to do that: [URL]
apple_pair_015621,564014,564014,How do I set up Apple Pay cash. @AppleSupport,How do I set up Apple Pay cash. @AppleSupport,"If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week."
apple_pair_030090,1067819,1067817,Won’t respond - tried it a few times,@AppleSupport Won’t respond - tried it a few times,"Got it. DM us, and we can look into this deeper. [URL]"
apple_pair_054305,1715601,1715603,I’ve had to recharge 3 times. Bad @115858. Bad.,@519562 @115858 I’ve had to recharge 3 times. Bad @115858. Bad.,"Battery life is definitely important. Tell us the iOS version your iPhone is on, and we’ll partner to get this resolved."
apple_pair_025900,915188,915188,Just updated to IOS11.3 and my Apple Music library has gone 😐,@AppleSupport Just updated to IOS11.3 and my Apple Music library has gone 😐,"Let's work on getting your music back! To begin, were these the songs you have downloaded or the entire Library?"
apple_pair_069570,2012053,2012053,"My MacBook has a challenge, I need support","@AppleSupport 
@45277 
My MacBook has a challenge, I need support",We're here to help! What do you need support with exactly?
apple_pair_024572,870272,870276,Yes 11.0.3. It seems to turn itself on once I’m near a WiFi network. I have to turn it off manually,@AppleSupport Yes 11.0.3. It seems to turn itself on once I’m near a WiFi network. I have to turn it off manually,Thanks for keeping us updated. Are you turning off your Wi-Fi via the Control Center or via the Settings App?
apple_pair_000607,13956,13590,"Eu tbm, ja redefini varias vezes a senha e nada, mas ai o suporte me mandou um link e eu marquei hj para alguém da apple me ligar e ajudar.","@118935 @115858 @AppleSupport @118936 Eu tbm, ja redefini varias vezes a senha e nada, mas ai o suporte me mandou um link e eu marquei hj para alguém da apple me ligar e ajudar.","Since our Twitter support is available in English, get help at [URL] or join [URL]"
apple_pair_000924,39682,39682,Does anyone EVER get Apple’s ‘reading list’ to work offline in Safari? 🙄 What a load of old 💩. Any alternatives that work? @AppleSupport,Does anyone EVER get Apple’s ‘reading list’ to work offline in Safari? 🙄 What a load of old 💩. Any alternatives that work? @AppleSupport,We'd love to look into this with you. Tell us what happens while trying to access your Reading List while offline.
apple_pair_077351,2138812,2138812,fucking fix this I️ glitch pls!,@115858 fucking fix this I️ glitch pls!,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_044483,1541957,1541957,Why is my phone changing “eye” to I️ ??? @AppleSupport,Why is my phone changing “eye” to I️ ??? @AppleSupport,Let us help you get this sorted out. Join us in DM so we can better assist you: [URL]
apple_pair_003307,146720,146720,"ever since the new update my phone glitches, and it freezes. I have the 7plus. It shouldn’t be doing this. It also takes longer to charge up. I’m switching to Samsung if this don’t get fixed","@AppleSupport ever since the new update my phone glitches, and it freezes. I have the 7plus. It shouldn’t be doing this. It also takes longer to charge up. I’m switching to Samsung if this don’t get fixed","Let's look into this together. Do you experience this when using certain apps, performing specific functions like switching apps, or randomly? Let us know in DM, and we'll go from there. [URL]"
apple_pair_011309,426163,426163,"Hey @AppleSupport, is there a way to make my alarm audible when the phone is on silent like I had with iOS 10?","Hey @AppleSupport, is there a way to make my alarm audible when the phone is on silent like I had with iOS 10?","Hi! It should still be working, even on Silent Mode. Please DM us and let's look into this together. [URL]"
apple_pair_029733,1059320,1059320,"Hi, I keep hearing a random beep like a Fire Alarm noise from my phone. What could this mean?","@AppleSupport Hi, I keep hearing a random beep like a Fire Alarm noise from my phone. What could this mean?",Thank you for reaching out. We've received your DM and will continue working with you there.
apple_pair_052511,1691806,1691806,"I️ am really disappointed with this glitchy update! All of my Apple products are going crazy - Watch, iPad, iPhone, MacBook ! 🤬😭","@115858 I️ am really disappointed with this glitchy update! All of my Apple products are going crazy - Watch, iPad, iPhone, MacBook ! 🤬😭","Hi. We are here to help. Please send us a DM, with some details of what is going on. Thanks. [URL]"
apple_pair_054218,1714167,1714167,So who broke the i and the IT ???? @115858,So who broke the i and the IT ???? @115858,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_042555,1492632,1492632,When the ACTUA FUCK is @115858 going to fix the fucking I️ glitch,When the ACTUA FUCK is @115858 going to fix the fucking I️ glitch,We're here to help. We released an update created to address this issue. Backup your iPhone and update following these steps: [URL]
apple_pair_080086,2237248,2237250,Yes. I'm on 11.1.1,@AppleSupport Yes. I'm on 11.1.1,Excellent. Let's move over to DM so we can get some more information. [URL]
apple_pair_093052,2526286,2526286,Tres dias de uso el celular y ya se trabó y tiene varias fallas en el sonido. Decepción iphone 8 😱 @AppleSupport,Tres dias de uso el celular y ya se trabó y tiene varias fallas en el sonido. Decepción iphone 8 😱 @AppleSupport,We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]
apple_pair_065443,1946865,1946865,11.0.3 messed up my iphone. i m charging my iphone 4 times a day now,@AppleSupport 11.0.3 messed up my iphone. i m charging my iphone 4 times a day now,We'd like to take a closer look. Please DM us your current country and more about what's happening with your iPhone. [URL]
apple_pair_034733,1224380,1224381,Since the update I can not play my music anymore from iPad to my wifi airport which is connected to my analog stereo installation. Help!,@AppleSupport Since the update I can not play my music anymore from iPad to my wifi airport which is connected to my analog stereo installation. Help!,"We're here for you. Just to clarify, what happens when you try to play your music? Any errors or specific behaviors?"
apple_pair_050373,1654573,1654573,"You guys planning to fix the new bug that’s causing iPhones to automatically put “I️” as ""A[?]"" ios11 has been ridiculous.🐜 #bugcity","@115858 You guys planning to fix the new bug that’s causing iPhones to automatically put “I️” as ""A[?]"" ios11 has been ridiculous.🐜 #bugcity",Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help.
apple_pair_031923,1138010,1138011,i backed up it like 2weeks ago but it happens since yesterday :(,@AppleSupport i backed up it like 2weeks ago but it happens since yesterday :(,How are you connected to the internet? Is this happening when connected to another known-good Wi-Fi network?
apple_pair_096720,2641043,2641047,I can't even cancel my subscription and leave because the app is non responsive. Over 2 years of @115888 and never had a problem. Why oh why did I think it was a good idea to try apple music 🙄,@AppleSupport I can't even cancel my subscription and leave because the app is non responsive. Over 2 years of @115888 and never had a problem. Why oh why did I think it was a good idea to try apple music 🙄,"Got it, that sounds like something we can help you fix. Can you tell us what iOS version you have installed? To check, go to Settings > General > About."
apple_pair_077808,2144643,2144643,yo @115858 get ur shit together. we’ve been loyal to u and i don’t deserve all these glitches where i can’t even make a phone call just so i can have more emojis. start prioritizing the right things or i’m outta here,yo @115858 get ur shit together. we’ve been loyal to u and i don’t deserve all these glitches where i can’t even make a phone call just so i can have more emojis. start prioritizing the right things or i’m outta here,We're here to help. Let's take this to DM so we can better assist you. [URL]
apple_pair_097080,2674205,2674205,Help @AppleSupport @115858 [URL],Help @AppleSupport @115858 https://t.co/zwUa0SoNUa,We'd like to work through this with you. Send us a DM with more details and we'll go from there. [URL]
apple_pair_095194,2591374,2591374,I seriously wanna cry over this horrendous @115858 11.0.3 update specifically on the 6s. The bugs are terrible,I seriously wanna cry over this horrendous @115858 11.0.3 update specifically on the 6s. The bugs are terrible,We're here for you. Send us a DM and we'll take a closer look at this issue together. [URL]
apple_pair_083291,2295403,2295415,GOOD LORD @115858 FIX THIS STUPID ISSUE,@409052 GOOD LORD @115858 FIX THIS STUPID ISSUE,"We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: [URL] If you have any questions, please send us a DM: [URL]"
apple_pair_069783,2013477,2013478,WHY IS THIS HAPPENING?! A BITCH CANT EVEN TYPE I WITHOUT IT POPPING UP! [URL],@AppleSupport WHY IS THIS HAPPENING?! A BITCH CANT EVEN TYPE I WITHOUT IT POPPING UP! https://t.co/chaYAcuZV6,Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help. [URL]
apple_pair_044683,1546735,1546731,The version I’m on. [URL],@AppleSupport The version I’m on. https://t.co/Zqp05rqObH,"Thank you. Let's back up and update to the latest iOS version, 11.1.1: [URL] If the issue persists or if you have questions, reach out to us in DM by clicking on the link below. [URL]"
apple_pair_078798,2179574,2179574,Here's a big fuck you to @115858 for resetting my phone out of no where for no reason!,Here's a big fuck you to @115858 for resetting my phone out of no where for no reason!,We will be happy to help you look into any issues you may be having that caused your iPhone to reset. Can you provide some additional details about what happened. [URL]
apple_pair_093832,2555268,2555268,Since #iOS11.1.1 #update the battery of my #iPhone8plus is draining really fast!!! 😡😡😡 I payed 959.- sFr. five weeks ago. That’s a whole lotta money! I expect better quality than that!!! 😤😤😤,"@115858 @AppleSupport Since #iOS11.1.1 #update the battery of my #iPhone8plus is draining really fast!!! 😡😡😡
I payed 959.- sFr. five weeks ago. That’s a whole lotta money! I expect better quality than that!!! 😤😤😤",Let's look into this together. DM us and we'll see what we can figure out together. [URL]
apple_pair_078765,2179497,2179495,It didn’t start until I updated it to the most recent update. Also when I’m trying to go to my pictures it’s a bit glitchy. iPhone 7,@AppleSupport It didn’t start until I updated it to the most recent update. Also when I’m trying to go to my pictures it’s a bit glitchy. iPhone 7,"Got it. To make sure that all bases are covered, have you restarted your iPhone since this began? Does the flash work when you use it for a photo? Let us know in DM and we'll team up. [URL]"
apple_pair_035672,1268344,1268345,I Phone 7 With IOS 11.0.3. A lot of the time is when I’m watching videos and rotating the screen,@AppleSupport I Phone 7 With IOS 11.0.3. A lot of the time is when I’m watching videos and rotating the screen,Thanks for this information and updating us with what's going on. Is this typically the only time you see this? Answer via DM: [URL]
apple_pair_096791,2645655,2645655,"- apple officially sucks - nothing works and I can't get any help. Probably spent about 6k on Apple products over the last 4 years, and the this shit is no longer working properly!!!!!","@AppleSupport  - apple officially sucks - nothing works and I can't get any help. Probably spent about 6k on Apple products over the last 4 years, and the this shit is no longer working properly!!!!!","What kind of issues are you having, and with what device? We'd be happy to help."
apple_pair_032906,1162073,1162073,dude....11.1.....what's the deal? Tired of reading question marks in a box 😏,@AppleSupport dude....11.1.....what's the deal? Tired of reading question marks in a box 😏,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_086614,2355015,2355015,hey @AppleSupport I still see the A and the question mark in the box & I updated my phone to 11.1.1 🙃 what do i do?,hey @AppleSupport I still see the A and the question mark in the box &amp; I updated my phone to 11.1.1 🙃 what do i do?,We certainly want to look into this further. Select the following link to join us in a DM and we'll continue there. [URL]
apple_pair_086920,2360377,2360377,"Hello Team Apple, Eagerly waiting for IPhone X, irrespective of the negative reviews. Kindly share approximate time when it will be easily available online or at Apple stores in India. #WaitingCustomer","@115858 Hello Team Apple, Eagerly waiting for IPhone X, irrespective of the negative reviews. Kindly share approximate time when it will be easily available online or at Apple stores in India.
#WaitingCustomer",Thanks for reaching out about getting the new iPhone X. We'd like to get you over to our Online Store support for any questions you have about purchasing one. They'll be the best ones to answer any questions you have about this: [URL]
apple_pair_032098,1143527,1143527,Oh thanks @AppleSupport - you've just killed my phone with 11.0.3. Battery now lasts mins and Music no longer works. Worst upgrade ever.,Oh thanks @AppleSupport - you've just killed my phone with 11.0.3. Battery now lasts mins and Music no longer works. Worst upgrade ever.,This is not the experience we want you to have. Reach out to us in DM. [URL]
apple_pair_061135,1352623,1352625,Please let me know if you find a fix. My partner is running into the same issue. She upgraded to iOS 11 thinking it would fix it but didn’t.,@435439 @AppleSupport @115714 Please let me know if you find a fix. My partner is running into the same issue. She upgraded to iOS 11 thinking it would fix it but didn’t.,"We’d love to help with the service of the iPhone. To start, send us a DM letting us know the exact iOS version installed. [URL]"
apple_pair_015483,559786,559786,Why did the last update make my battery drain so fast now? Also takes forever to charge. No problems whatsoever before the last update.,@AppleSupport Why did the last update make my battery drain so fast now? Also takes forever to charge. No problems whatsoever before the last update.,We released a new update today. Are you referring to iOS 11.2?
apple_pair_034274,1213466,1213467,my phone jumps around from 100% to 27% then dies within 40 minutes. Can i send a message too👀👀,@AppleSupport @404809 my phone jumps around from 100% to 27% then dies within 40 minutes. Can i send a message too👀👀,We would be glad to help with your battery life. Which iOS version is your iPhone using?
apple_pair_000578,32387,32390,🙋🏻 it doesn’t do it too often but it has started randomly restarting and it’s brand new.. maybe a problem with the update..,@123177 @115858 🙋🏻 it doesn’t do it too often but it has started randomly restarting and it’s brand new.. maybe a problem with the update..,We'd like to take a closer look at what's happening. DM us with what type of iPhone you're using. [URL]
apple_pair_000908,39640,39640,Truly disappointed with the @AppleSupport. My Watch is peeling the paint off and the support don't help me.,Truly disappointed with the @AppleSupport. My Watch is peeling the paint off and the support don't help me.,We'd be happy to look into this with you. Let us know the details in DM and we'll continue from there. [URL]
apple_pair_016349,588065,588063,yes two of my simcard work properly on my android phone,@AppleSupport yes two of my simcard work properly on my android phone,Alright. Which version of iOS are you experiencing this on? Reply in DM so we can gather some more info. [URL]
apple_pair_015916,570925,570925,"I updated to 11.2, but don’t see anything about new Apple Pay cash feature anywhere. Please help","@AppleSupport I updated to 11.2, but don’t see anything about new Apple Pay cash feature anywhere. Please help","We're excited for Apple Pay Cash too! If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week. Meet us in DM with any other concerns. [URL]"
apple_pair_011750,435825,435825,"Hola @115858, pensáis hacer una actualización que solucione los problemas de la última mierda de actualización que habéis hecho??? Gracias!","Hola @115858, pensáis hacer una actualización que solucione los problemas de la última mierda de actualización que habéis hecho??? Gracias!",We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]
apple_pair_078027,2148088,2148088,whys my phone not charging @115858 !!!!!,whys my phone not charging @115858 !!!!!,We're here to help. Are you attempting to charge the phone using the cable and charger that came with it?
apple_pair_015675,565894,521287,dec 3..!! problem still exist...!! what to do ..??,@239567 @AppleSupport dec 3..!! problem still exist...!! what to do ..??,Hi there! This should help you out: [URL]
apple_pair_013201,496796,496796,Please fix the “I.t” problem @AppleSupport @115858,Please fix the “I.t” problem @AppleSupport @115858,"Thanks so much for reaching out! We'd be happy to look into this with you. To start, DM us which device and software version you're seeing this issue on, and we'll continue from there. [URL]"
apple_pair_049283,1640700,1640700,I’m really tired of my “I️” being replaced with a ❔ like wtf @115858,I’m really tired of my “I️” being replaced with a ❔ like wtf @115858,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_100962,2780667,2780667,"any ideas why my iPhone keeps dropping calls. Latest was 10 mins in, now I need to redial and sit on hold for ages again! #raging #letdownagain","@118101 @AppleSupport any ideas why my iPhone keeps dropping calls. Latest was 10 mins in, now I need to redial and sit on hold for ages again! #raging #letdownagain",Let’s dig a little deeper to see what we can find out. Does this happen when you are in certain locations or does it happen everywhere? Which version of iOS are you running on your iPhone currently?
apple_pair_097237,2676547,2676547,"iOS 11.0.3 is no good. Phone drops WiFi, while MacBook and iPad mini remain connected. #militaryfamily #internetamust","@AppleSupport iOS 11.0.3 is no good. Phone drops WiFi, while MacBook and iPad mini remain connected. #militaryfamily #internetamust",We want to help. Would you tell us more about what's happening in DM? [URL]
apple_pair_037106,1335542,1335542,il y a comme un léger bug... [URL],@AppleSupport il y a comme un léger bug... https://t.co/OjXPlzpger,We offer support via Twitter in English. Contact us for help in your preferred language here: [URL]
apple_pair_031884,1136320,1136333,The Apple logo comes up but then it turns back off..and iTunes recognizes it but after a couple of minutes the phone turns off again,@AppleSupport The Apple logo comes up but then it turns back off..and iTunes recognizes it but after a couple of minutes the phone turns off again,Are you able to test with a different cable or charger to see if that changes the behavior?
apple_pair_003253,146585,146585,I have a problem with my earpods...this is my second pair that faces the same problem for the record. The right earbud stopped working all of a sudden.,@AppleSupport I have a problem with my earpods...this is my second pair that faces the same problem for the record. The right earbud stopped working all of a sudden.,"Hi. We are here to help. Send us a DM, and we’ll take a look into this. [URL]"
apple_pair_030805,1086859,1086859,when is the update coming to stream all music on the watch??,@115858 when is the update coming to stream all music on the watch??,We're always looking to build upon what we do. Let us know how here:[URL]
apple_pair_085315,2313514,2313514,My iPhone6plus was working perfectly fine and today when @115858 wants me to update my phone start doing this BS. I️ swear they sabatoging old iPhones [URL],My iPhone6plus was working perfectly fine and today when @115858 wants me to update my phone start doing this BS. I️ swear they sabatoging old iPhones https://t.co/OUjPl9xaX2,"iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: [URL]"
apple_pair_074281,2071891,2071891,can you fix this battery life with the new update 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,@AppleSupport can you fix this battery life with the new update 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,"Battery life is critical to your iPhone experience, and we want to assist. Let us know in DM which iPhone you have. [URL]"
apple_pair_004441,188173,188173,Why hasn’t @116602 been working with the new @115858 update??? It’s starting to piss me off.,Why hasn’t @116602 been working with the new @115858 update??? It’s starting to piss me off.,What kind of issue are you having with Netflix? We'd love to help.
apple_pair_046085,1579084,1579084,What is going on I’m trying to type the letter after H and it’s not working🤦🏽‍♂️ Example: I️,"@115858 What is going on
I’m trying to type the letter after H and it’s not working🤦🏽‍♂️
Example: I️",We'd like to help. Check out this article for assistance: [URL]
apple_pair_036315,1292110,1292110,Quick shoutout to the new @115858 iOS update for disabling any sound on my phone alarms and almost causing me to sleep through a midterm🤘🏼,Quick shoutout to the new @115858 iOS update for disabling any sound on my phone alarms and almost causing me to sleep through a midterm🤘🏼,We want to help with your alarms. Let's meet in DM to continue. [URL]
apple_pair_002659,110903,110903,"how do I contact Apple UK from the USA? You only have an 0800 number which I can’t call from here in the US, and also your “live chat” service detects I am outside the UK and then won’t allow me to ask a question. Very frustrating.","@AppleSupport how do I contact Apple UK from the USA? You only have an 0800 number which I can’t call from here in the US, and also your “live chat” service detects I am outside the UK and then won’t allow me to ask a question. Very frustrating.","Perhaps we can help answer your question! Send us a DM, and let us know. We can go from there. [URL]"
apple_pair_062663,1889076,1889076,Should of never updated to iOsis 11. My phone has been slower than a turtle. Thanks a lot @115858,Should of never updated to iOsis 11. My phone has been slower than a turtle. Thanks a lot @115858,Send us a DM and let us know what iOS version you're running. We'll be happy to look into this with you. [URL]
apple_pair_063894,1911420,1911420,I HATE THE NEW IPHONE UPDATE!!! I’ve had to restart my phone more times in the past 3 days than the entire 6 years I’ve had iPhones @115858,I HATE THE NEW IPHONE UPDATE!!! I’ve had to restart my phone more times in the past 3 days than the entire 6 years I’ve had iPhones @115858,"We'd love to help! You shouldn't have to restart your iPhone that often. DM us to let us know if it's freezing, or running slowly. [URL]"
apple_pair_045290,1564056,1564057,We can’t use the letter “eye” 😒 y’all know wtf going on,@AppleSupport We can’t use the letter “eye” 😒 y’all know wtf going on,We can help. Check out this article for assistance: [URL]
apple_pair_076286,2121047,2121047,I'm tired of seeing these question marks on other ppls tweets/ texts. Wtf @115858 fix dis,I'm tired of seeing these question marks on other ppls tweets/ texts. Wtf @115858 fix dis,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_030783,1086800,1086800,"Actualización a IOS 11.0.3 en IPhone 5s, donde está la cámara? 📷 @119459 @AppleSupport @115858 @47026 🤔 [URL]","Actualización a IOS 11.0.3 en IPhone 5s, donde está la cámara? 📷 @119459 @AppleSupport @115858 @47026 🤔 https://t.co/700JGqDcns",We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]
apple_pair_083899,2300131,2300131,#iphonex how do I enlarge icon sizes? Option to zoom seems to be missing from x,@AppleSupport #iphonex how do I enlarge icon sizes? Option to zoom seems to be missing from x,"We want to help out with your new iPhone X. To verify, are you referring to Display Zoom? If so, send us a DM so that we can look into available options. [URL]"
apple_pair_030219,1071306,1071307,"Thank you, it had me wondering. I appreciate your help, long time Apple user. I have no plans to change that.","@AppleSupport Thank you, it had me wondering. I appreciate your help, long time Apple user. I have no plans to change that.","Great, thanks! Feel free to reach out to us here if you need to in the future. Have a great week!"
apple_pair_037913,1355485,1355485,"iOS 11 - If I delete photos from my phone but they’re saved on iCloud, are they kept? Or will iCloud update and remove them?","@AppleSupport iOS 11 - If I delete photos from my phone but they’re saved on iCloud, are they kept? Or will iCloud update and remove them?",Deleting them from the iPhone will delete them from iCloud as well. Look here for more details: [URL]
apple_pair_019722,704113,704113,#sadface when iOS 11.02 breaks Apple Music and I have to use #googlemusic ehhhh,@AppleSupport #sadface when iOS 11.02 breaks Apple Music and I have to use #googlemusic ehhhh,Hey there. Let's check into your Music issue together. Please tap here to DM us and we'll get started: [URL]
apple_pair_020315,721805,721805,Okay...I hate you IOS11 @AppleSupport Where is my f'n keyboard? I am an actress I do self tape auditions. I can't do my submissions! WTF?,Okay...I hate you IOS11 @AppleSupport   Where is my f'n keyboard?  I am an actress I do self tape auditions. I can't do my submissions! WTF?,We'd like to help out. DM us and we'll work from there. [URL]
apple_pair_097755,2687716,2687719,"The newest version, iOS 11.1","@AppleSupport The newest version, iOS 11.1",Let's meet in DM so that we can gather more information and provide more troubleshooting steps. [URL]
apple_pair_026846,947758,947758,"Stupid iOS update won’t let me play Spotify in the car, sort it out @AppleSupport @115858","Stupid iOS update won’t let me play Spotify in the car, sort it out @AppleSupport @115858",We know how much music can make a road trip enjoyable. Let's look into this together here: [URL]
apple_pair_009134,344128,344128,can you help me out. My notification symbol it’s not showing. What do I need to do? Already reset watch twice. [URL],@AppleSupport can you help me out. My notification symbol it’s not showing. What do I need to do? Already reset watch twice. https://t.co/QJG1GxTxui,"We can help. DM us, and we'll help you with your Apple Watch Notifications. [URL]"
apple_pair_009636,363738,363745,The problem is that with iOS 11.0.2 the battery of my iPhone 6 runs empty after minimal usage. I cannot work with a disfunctional phone,@AppleSupport The problem is that with iOS 11.0.2 the battery of my iPhone 6 runs empty after minimal usage. I cannot work with a disfunctional phone,"Having a lasting battery is important, and we’re here to look into this with you. How long is it lasting you before each charge?"
apple_pair_059803,1814599,1814599,"Getting no service bug on iPhone 6 after ios 11 update. Reset factory settings, confirmed SIN to work in other phones. @115858 @AppleSupport","Getting no service bug on iPhone 6 after ios 11 update. Reset factory settings, confirmed SIN to work in other phones. @115858 @AppleSupport",Let's work together to get to the bottom of this. What is the exact iOS version running on your iPhone? DM us with details: [URL]
apple_pair_086618,2355022,2355018,Was using MapMyWalk to track a walk w screen locked Shouldn’t have lost more than 10-20%,"@AppleSupport Was using MapMyWalk to track a walk w screen locked
Shouldn’t have lost more than 10-20%",Please DM us using the link below and we'd be happy to investigate further with you. [URL]
apple_pair_089395,2427314,2427314,"Jesus @115858, how can you suck so bad? Latest update of Pages breaks formulas in tables: Formula is correct but cells don't update. Simple B2=C2 doesn't even work (blank cell).","Jesus @115858, how can you suck so bad?
Latest update of Pages breaks formulas in tables: Formula is correct but cells don't update. Simple B2=C2 doesn't even work (blank cell).","We want to get you to the right place for help with Pages, so that this issue can be looked into further. Reach out to our specialized team here: [URL]"
apple_pair_025146,887886,887886,"tried to update, I have the plug into iTunes pop up with [URL] link with zero success","@AppleSupport tried to update, I have the plug into iTunes pop up with https://t.co/DNuYQAuDjO link with zero success","Thanks for contacting us, we can help you. Make sure you're following the steps from this article: [URL]"
apple_pair_085169,2311622,2311622,is imovies free for macOS?,@AppleSupport is imovies free for macOS?,Thanks for reaching out to us. We are glad you asked this. iMovie comes with all new Macs and additionally you can go to this page to download it: [URL]
apple_pair_059195,1802268,1802268,Apple wtf you need to get your shit together and update all our damn apple watches cause I’m having so many glitches 😡 @115858,Apple wtf you need to get your shit together and update all our damn apple watches cause I’m having so many glitches 😡 @115858,You can use the link below to send us a DM. We're anxious to hear what's going on with your Watch and work together. [URL]
apple_pair_100153,2753714,2753714,"Hey @115858 This morning I woke up late because my phone’s alarm didn’t go off. And then I lost it. When I went to call it to locate it, it went straight to voicemail. Upon finding it, I found that all my alarms were turned off, and the phone was able to take calls. So... WTF?!","Hey @115858 
This morning I woke up late because my phone’s alarm didn’t go off. And then I lost it. When I went to call it to locate it, it went straight to voicemail. Upon finding it, I found that all my alarms were turned off, and the phone was able to take calls. So... WTF?!","We're happy to help. To start, what version of iOS are you running? Find that in Settings > General > About. Also, if you set a new alarm, does it sound? Let us know and we'll continue from there."
apple_pair_071224,2026182,2026183,Another apple store asked my freind 7500 indian rupee for a battery replacement. I hope you take strict action to such incident,"@AppleSupport Another apple store asked my freind 7500 indian rupee for a battery replacement.
I hope you take strict action to such incident",Thanks for reaching out! We’d be happy to look into service options with you. Please meet us in DM to proceed. [URL]
apple_pair_066651,1974906,1974906,my iMessage app store disappeared [URL],@AppleSupport my iMessage app store disappeared https://t.co/e61dVYevJ1,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. [URL]
apple_pair_049002,1636564,1636565,"No, airplay is always buffering a lot","@AppleSupport No, airplay is always buffering a lot",Make sure your devices are compatible: [URL] and then check your Wi-Fi: [URL]
apple_pair_054280,1715197,1715199,I️ did that before I️ even tweeted this 🤦🏻‍♂️,@AppleSupport I️ did that before I️ even tweeted this 🤦🏻‍♂️,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]
apple_pair_089732,2435730,2435730,"My iPhone 7 Plus battery is dying fast , apps crashing and slow performance . After restore","@AppleSupport My iPhone 7 Plus battery is dying fast , apps crashing and slow performance . After restore",We’ve received your DM and will respond to you there shortly.
