query_customer_tweet_id,query_customer_text_clean,query_conversation_group_id,rank,similarity_score,best_similarity_score,lexical_similarity_band,has_sufficient_historical_evidence,retrieval_warning,needs_human_relevance_review,retrieved_customer_tweet_id,retrieved_brand_tweet_id,retrieved_conversation_group_id,retrieved_customer_text_clean,retrieved_brand_reply_clean,retrieval_scope,retrieval_relevant_yes_no,historical_reply_pattern_usable_yes_no,unsupported_or_unsafe_pattern_yes_no,review_notes,reviewer_id,review_status
1164666,"trying to create a bootable usb installer for High Sierra through Terminal, getting an error message that says this! help! [URL]",1164666,2,0.2496,0.2562,insufficient_lexical_evidence,False,Best similarity score (0.2562) below 0.30 threshold; weak or insufficient lexical evidence.,True,2443852,2443850,2443852,problem with this help? [URL],We're here to help. When did you first notice this issue and was there any accidental damage done to the Mac?,train_only,,,,,,NEEDS_HUMAN_REVIEW
1164666,"trying to create a bootable usb installer for High Sierra through Terminal, getting an error message that says this! help! [URL]",1164666,3,0.2444,0.2562,insufficient_lexical_evidence,False,Best similarity score (0.2562) below 0.30 threshold; weak or insufficient lexical evidence.,True,567655,567654,567657,yes an error message comes up. I appreciate the help. [URL],"It's our pleasure. In fact, we have a team that specializes in this type of issue. For additional support, reach out to our Photos team here: [URL] Select Apps & Software > iOS apps > Photos for iOS",train_only,,,,,,NEEDS_HUMAN_REVIEW
14212,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,14212,1,0.2483,0.2483,insufficient_lexical_evidence,False,Best similarity score (0.2483) below 0.30 threshold; weak or insufficient lexical evidence.,True,1848938,1848937,1848938,touch id on my iPhone se is way much slower and inaccurate than ever before.,Touch ID is an important part of the iPhone experience; we'll do all we can to help. Connect with us in DM to get started: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
14212,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,14212,2,0.2457,0.2483,insufficient_lexical_evidence,False,Best similarity score (0.2483) below 0.30 threshold; weak or insufficient lexical evidence.,True,1194042,1194041,1194042,ever since I installed the iOS 11.0.3 upgrade my phone has been running slower than ever and battery is dying so fast #help,We'd like to help with this. Could you please send us a DM so we can gather some info and get started? [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
14212,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,14212,3,0.2447,0.2483,insufficient_lexical_evidence,False,Best similarity score (0.2483) below 0.30 threshold; weak or insufficient lexical evidence.,True,633959,633958,633959,This update has made the phone slower than ever!! [URL],We're happy to help. Is your iPhone running slow when using specific apps? Have you tried any steps to resolve this issue?,train_only,,,,,,NEEDS_HUMAN_REVIEW
334526,Crown Path is not a road nor has it ever been. Plz fix so gps stops telling me to turn there every time I leave my house [URL],334526,1,0.2687,0.2687,insufficient_lexical_evidence,False,Best similarity score (0.2687) below 0.30 threshold; weak or insufficient lexical evidence.,True,2302761,2302759,2302761,plz fix I️,Let's sort this out together. Which iOS version is running on your device? Tap on Settings > General > About to find out.,train_only,,,,,,NEEDS_HUMAN_REVIEW
334526,Crown Path is not a road nor has it ever been. Plz fix so gps stops telling me to turn there every time I leave my house [URL],334526,2,0.2458,0.2687,insufficient_lexical_evidence,False,Best similarity score (0.2687) below 0.30 threshold; weak or insufficient lexical evidence.,True,1579839,1579838,1579839,plz fix this I️ I️ I️ I️ I️ I️ I️ I️ I️,We've got you. Check out: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
334526,Crown Path is not a road nor has it ever been. Plz fix so gps stops telling me to turn there every time I leave my house [URL],334526,3,0.2317,0.2687,insufficient_lexical_evidence,False,Best similarity score (0.2687) below 0.30 threshold; weak or insufficient lexical evidence.,True,1101028,1101022,1101028,My battery life is worse than it's ever been [USER] #update,Let's get the most out of your battery. Which model do you have and is iOS 11.0.3 the version installed? Any steps tried?,train_only,,,,,,NEEDS_HUMAN_REVIEW
1897989,wife stuck in account recovery. Conflicting advice by your staff who also hung up the phone. Very rude and terrible service!,1897989,1,0.2606,0.2606,insufficient_lexical_evidence,False,Best similarity score (0.2606) below 0.30 threshold; weak or insufficient lexical evidence.,True,2858346,2858345,2858346,called 2 and wow Shawn was so rude and hung up...,We want to make sure you have a great experience with us. Send us a DM and let us know details about your experience. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1897989,wife stuck in account recovery. Conflicting advice by your staff who also hung up the phone. Very rude and terrible service!,1897989,2,0.2583,0.2606,insufficient_lexical_evidence,False,Best similarity score (0.2606) below 0.30 threshold; weak or insufficient lexical evidence.,True,2266168,2266167,2266168,prepare to receive a very rude email YOUR COMPUTERS ARE TERRIBLE,That's not what we like to hear. We'll be happy to assist as best we can. What exactly is it that you're experiencing? Let us know via DM. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1897989,wife stuck in account recovery. Conflicting advice by your staff who also hung up the phone. Very rude and terrible service!,1897989,3,0.2454,0.2606,insufficient_lexical_evidence,False,Best similarity score (0.2606) below 0.30 threshold; weak or insufficient lexical evidence.,True,151494,151493,151494,"sarcastic, rude and unacceptable behaviour from your staff I should not be being spoken to like this. [URL]",We appreciate you reaching out to us about your experience and would like to look into the situation further. Please send us a DM at the link below and we'll take things from there. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1040176,"pre-ordered new TSwift, didn’t receive code. 📞 for help and has now lost songs in [USER]. Who can help?",1040176,1,0.2709,0.2709,insufficient_lexical_evidence,False,Best similarity score (0.2709) below 0.30 threshold; weak or insufficient lexical evidence.,True,2444103,2444101,2444105,can u help,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
1040176,"pre-ordered new TSwift, didn’t receive code. 📞 for help and has now lost songs in [USER]. Who can help?",1040176,2,0.2678,0.2709,insufficient_lexical_evidence,False,Best similarity score (0.2709) below 0.30 threshold; weak or insufficient lexical evidence.,True,1227239,1227240,1227237,Thanks for Help and for #ios11,You're absolutely welcome! Reach back out if you need us.,train_only,,,,,,NEEDS_HUMAN_REVIEW
1040176,"pre-ordered new TSwift, didn’t receive code. 📞 for help and has now lost songs in [USER]. Who can help?",1040176,3,0.2671,0.2709,insufficient_lexical_evidence,False,Best similarity score (0.2709) below 0.30 threshold; weak or insufficient lexical evidence.,True,2675730,2675729,2675730,I pre-ordered Taylors new CD last week and still never got my presale code! Please help!,"We'd like to help get you to our team. For best assistance, please follow the link to our iTunes team: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
